	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol
ENSG00000130544.10	0.727163303075935	0.672828538080404	0.785885912106059	8.92559034685352e-16	0.722171485669663	0.654300817529342	0.797082382815363	1.02061624981247e-10	ZNF557
ENSG00000159882.11	0.808573771783326	0.751621820120575	0.869841091509336	1.18471571127972e-08	0.808573771783326	0.751621820120575	0.869841091509336	1.18471571127972e-08	ZNF230
ENSG00000173875.12	0.738592896816315	0.670445207890136	0.813667486630629	8.52286598497865e-10	0.739792679051056	0.662323068861643	0.826323638278506	9.28906574891679e-08	ZNF791
ENSG00000164093.14	1.04212542731685	1.02946664221731	1.05493987053451	3.65909391405201e-11	1.04279839416885	1.02669774904133	1.0591515291589	1.30110404155876e-07	PITX2
ENSG00000170178.6	1.02824696763965	1.01882336806212	1.03775773073519	3.03303994221782e-09	1.02891698052603	1.01777154523112	1.04018446750189	2.89756226849371e-07	HOXD12
ENSG00000187855.5	0.97346317504458	0.964197275818654	0.982818119210394	3.55501624275708e-08	0.973257725572551	0.963188575672811	0.983432138119985	3.24634432934769e-07	ASCL4
ENSG00000172006.10	0.794439520630448	0.741613607072539	0.851028279309611	5.57280653240139e-11	0.786104990268133	0.715664506938503	0.863478696698259	5.04740031299447e-07	ZNF554
ENSG00000171872.4	1.02881544873962	1.01746649326457	1.04029099196103	5.17911599425197e-07	1.02881544873962	1.01746649326457	1.04029099196103	5.17911599425197e-07	KLF17
ENSG00000138136.6	1.02543154293275	1.01558639369979	1.03537213157296	3.35941898772831e-07	1.02544559665305	1.01524761558861	1.03574601461682	8.33064732981099e-07	LBX1
ENSG00000162624.13	1.02853990116412	1.01885368419305	1.03831820476221	5.57806483312671e-09	1.02947233494842	1.01740990095414	1.04167778142344	1.36412751878041e-06	LHX8
ENSG00000171469.9	0.784971139190951	0.726216636284177	0.848479170782341	1.06476617742558e-09	0.774054373794132	0.696810109927676	0.85986148170556	1.79871292334583e-06	ZNF561
ENSG00000167384.9	0.828181849437512	0.766362994513791	0.894987337133741	1.90748160944249e-06	0.828181849437512	0.766362994513791	0.894987337133741	1.90748160944249e-06	ZNF180
ENSG00000197757.7	1.05135938495073	1.0329415350364	1.07010563408607	2.78771842609285e-08	1.0566945650781	1.03205282308058	1.08192466402316	4.6360284618434e-06	HOXC6
ENSG00000256294.6	0.848314897653837	0.790063690419298	0.910860952487916	5.83435154786101e-06	0.848314897653837	0.790063690419298	0.910860952487916	5.83435154786101e-06	ZNF225
ENSG00000086102.17	0.796225739286469	0.728066064747526	0.870766347449705	6.01625678736725e-07	0.788634732293825	0.711636225921407	0.873964419356077	5.89796082425799e-06	NFX1
ENSG00000185670.7	0.809420738365173	0.747803322569596	0.876115299199741	1.66042861213052e-07	0.801065136883488	0.726997726006798	0.882678625495675	7.42805829278259e-06	ZBTB3
ENSG00000149948.12	1.05880809950206	1.04394962897347	1.07387804972308	2.28275162120929e-15	1.06036138550151	1.0331430381143	1.08829680536286	9.98524310782544e-06	HMGA2
ENSG00000197587.9	1.0354205671131	1.0235964303608	1.04738129110407	2.85199123838219e-09	1.03946870451983	1.0217594401484	1.05748490811027	1.00904227251206e-05	DMBX1
ENSG00000124216.3	1.12235293641115	1.08494901254598	1.16104637112369	2.47791481614594e-11	1.133564601918	1.07198133028708	1.1986857144027	1.08809475843894e-05	SNAI1
ENSG00000142065.12	0.860134037583355	0.812684322374036	0.910354171036831	1.95072489790215e-07	0.855403951133863	0.797546312796849	0.917458845805995	1.23744922196479e-05	ZFP14
ENSG00000176887.6	1.05415227120126	1.03789723875353	1.07066188191551	2.90466697214905e-11	1.05629219877097	1.03065660375675	1.0825654297634	1.24905882631176e-05	SOX11
ENSG00000172789.3	1.0304849787939	1.01870586408027	1.04240029331586	3.06265089423294e-07	1.03136052531353	1.0170476749496	1.04587479955423	1.48608309362194e-05	HOXC5
ENSG00000171817.15	0.891837083587553	0.864614830042412	0.919916425239823	4.56724193776654e-13	0.8689188268441	0.814606603977479	0.926852205662944	1.98465212106756e-05	ZNF540
ENSG00000185122.9	1.20641713509416	1.12172278780337	1.29750622852098	4.35143474164199e-07	1.20732268802079	1.10650108698501	1.31733090021763	2.28955752976916e-05	HSF1
ENSG00000128713.12	1.02993098273809	1.01878297543955	1.04120097682844	1.08858877958169e-07	1.03289996632643	1.01745897099084	1.04857529478379	2.52864346270069e-05	HOXD11
ENSG00000185811.15	0.923808203220332	0.896788532519702	0.951641959492193	1.67076373524223e-07	0.921252769991976	0.886619567162712	0.957238817697032	2.72496785171973e-05	IKZF1
ENSG00000131668.12	1.03629287366063	1.02502576512082	1.04768383053592	1.64254697955134e-10	1.03633512164061	1.01915135928887	1.05380861690186	2.86835745311355e-05	BARX1
ENSG00000124203.5	0.932882208510181	0.915904556712217	0.950174566309399	1.22555142736714e-13	0.93982950028642	0.912873552638994	0.967581421386543	2.92104637332865e-05	ZNF831
ENSG00000151500.13	0.833303010264392	0.776498502192416	0.894263034577789	4.14125080750717e-07	0.821288655439957	0.748790825496328	0.900805715811591	2.97328294196877e-05	THYN1
ENSG00000197054.10	0.857030289153704	0.822190077782425	0.893346850533571	3.1894260861235e-13	0.84484509621175	0.780306493033522	0.914721642028395	3.20479436484341e-05	ZNF763
ENSG00000198081.9	0.81270740150205	0.736827885225768	0.896401091353696	3.37014580486327e-05	0.81270740150205	0.736827885225768	0.896401091353696	3.37014580486327e-05	ZBTB14
ENSG00000159184.7	1.02178606647926	1.01315404003947	1.03049163739257	6.39035559023645e-07	1.02346760025003	1.01224036211634	1.03481936500885	3.76059636561247e-05	HOXB13
ENSG00000037965.5	1.03939477408265	1.02583671871537	1.05313202060383	8.03488941736885e-09	1.03965240645471	1.02059030772666	1.05907053796611	3.81151913432199e-05	HOXC8
ENSG00000113196.2	1.01953549430854	1.01096583824485	1.02817779279226	7.04474355611617e-06	1.02003961992541	1.01044691533747	1.02972339310875	3.85942147468478e-05	HAND1
ENSG00000188283.10	0.856124959744109	0.801511692338705	0.91445945667767	3.85901898472615e-06	0.849646127313405	0.78578656162752	0.918695453589169	4.36728773482846e-05	ZNF383
ENSG00000092607.12	1.05338664947389	1.03004502344658	1.07725721500695	5.38425777222725e-06	1.06078316429433	1.03075906473113	1.09168181018501	5.62479378686717e-05	TBX15
ENSG00000147421.16	0.867152688302636	0.808571327351601	0.929978295536948	6.49339799559418e-05	0.867152688302636	0.808571327351601	0.929978295536948	6.49339799559418e-05	HMBOX1
ENSG00000129152.3	1.02660534350187	1.01721581577012	1.03608154235065	2.13067307838547e-08	1.02986622242744	1.01507684203645	1.0448710798772	6.67337285710881e-05	MYOD1
ENSG00000143006.7	1.02410257216615	1.01215149856004	1.03619475919307	6.98870455378617e-05	1.02410257216615	1.01215149856004	1.03619475919307	6.98870455378617e-05	DMRTB1
ENSG00000100105.16	0.846456926131182	0.793610141523088	0.902822797123497	4.0203617529128e-07	0.837737335415242	0.767650058379194	0.914223656323832	7.13512881130848e-05	PATZ1
ENSG00000266265.2	1.02199884144123	1.01107264269454	1.03304311461107	7.25009977930987e-05	1.02199884144123	1.01107264269454	1.03304311461107	7.25009977930987e-05	KLF14
ENSG00000196466.9	0.89855334491207	0.856364549521649	0.942820571103357	1.30263321120317e-05	0.875465695214102	0.819732130581843	0.93498858334697	7.40408754914006e-05	ZNF799
ENSG00000123364.4	1.02416965596297	1.01405626419067	1.03438391067232	2.39624498099931e-06	1.03399135181173	1.01689962551124	1.05137035042562	8.47481758457847e-05	HOXC13
ENSG00000066697.13	1.24658768333266	1.16288451331408	1.3363157170337	5.1261978897413e-10	1.25327354326257	1.11930315006169	1.40327897241722	9.08084849790541e-05	MSANTD3
ENSG00000117010.14	0.813491975401803	0.760723311985671	0.869921012826267	1.61495374161133e-09	0.824067979201787	0.747903243774856	0.907989155011801	9.20287365509448e-05	ZNF684
ENSG00000168505.6	1.02354764423272	1.01222581203179	1.03499611209427	4.11029323353147e-05	1.02358080158249	1.01155364552911	1.03575095794375	0.000111164688610128	GBX2
ENSG00000111206.11	1.18901157639344	1.14499448165791	1.23472082306506	2.36268506675591e-19	1.2048891264126	1.09602221465848	1.32456969168246	0.000114516695890676	FOXM1
ENSG00000130803.13	0.764803525093603	0.684040844885612	0.855101616181144	2.48860727625517e-06	0.767294120834541	0.670531422804111	0.878020399708016	0.000117451876946433	ZNF317
ENSG00000091656.14	1.07591303192527	1.0531599070531	1.09915772952822	1.95462623656879e-11	1.07815343053524	1.03758164444355	1.12031166511075	0.000120504712325651	ZFHX4
ENSG00000175592.7	1.09244364081561	1.06404306774665	1.12160225890652	4.74161164242342e-11	1.08409720123453	1.04007134750324	1.12998665384433	0.000134870867408936	FOSL1
ENSG00000197044.9	0.862277282065915	0.819873325096699	0.906874377306139	8.44652463381371e-09	0.862321970157711	0.799142732025393	0.930496080884144	0.000135874300199826	ZNF441
ENSG00000184937.11	1.03523120087093	1.02355575305518	1.0470398276379	2.1870594965982e-09	1.03465313679736	1.01666656564313	1.05295792117195	0.000140497249530547	WT1
ENSG00000196646.10	0.823627110035228	0.77137291442262	0.879421099317107	6.54770400896788e-09	0.805698454359962	0.720871102691206	0.900507728683505	0.000141091900593087	ZNF136
ENSG00000148704.11	1.02607702829417	1.01623197929109	1.03601745413231	1.66523249602394e-07	1.02720457878788	1.01309726251907	1.04150833855691	0.000142271524060904	VAX1
ENSG00000148826.8	1.01985048563685	1.00954008161431	1.03026618952122	0.000149797315989471	1.01985048563685	1.00954008161431	1.03026618952122	0.000149797315989471	NKX6-2
ENSG00000113430.8	1.01834771992822	1.00878497763583	1.02800111190531	0.000158752620637671	1.01834771992822	1.00878497763583	1.02800111190531	0.000158752620637671	IRX4
ENSG00000156853.10	0.857534875661566	0.79233065409178	0.928105026832289	0.00013948544272536	0.841089581484946	0.768314289418092	0.920758202503715	0.000178294604887802	ZNF689
ENSG00000183072.9	1.02342198632183	1.01460882376115	1.03231170236055	1.54900802775226e-07	1.0262131487645	1.01236930875153	1.04024629904661	0.000188481125683857	NKX2-5
ENSG00000180787.5	0.897784263928943	0.868265771202596	0.928306298936623	2.5933594908297e-10	0.861599160355663	0.796758411100755	0.931716694524746	0.00019016154632164	ZFP3
ENSG00000197841.13	0.833057114810379	0.784485633007089	0.884635903242758	2.53455482207945e-09	0.821508970808725	0.740543134449751	0.911327048654186	0.000204067632899301	ZNF181
ENSG00000197857.12	0.83069879444815	0.782891036895583	0.881425964249026	8.60182109623539e-10	0.839398099986615	0.765318557889168	0.920648222884433	0.000204148971750007	ZNF44
ENSG00000139515.5	1.01944430403818	1.01066112617044	1.02830381235087	1.28875437499103e-05	1.0213721288611	1.01001896000998	1.03285291357693	0.000208916849053247	PDX1
ENSG00000196653.10	0.928837136244469	0.90214085222533	0.956323420604101	6.99852304748759e-07	0.910637098676691	0.866584940929218	0.956928612903319	0.000215397324943918	ZNF502
ENSG00000176678.5	1.05047625046411	1.02682331223048	1.0746740355866	2.25495340113263e-05	1.07479940502217	1.03423646501561	1.1169532308248	0.000237833517873527	FOXL1
ENSG00000198715.10	1.1650361581736	1.08920901725711	1.24614213465651	8.64541329504014e-06	1.16916919602046	1.07565382957947	1.27081461649939	0.000238250764703749	GLMP
ENSG00000181896.10	0.772120056207466	0.713897476560397	0.8350910330573	1.01161543020812e-10	0.775200893399237	0.676528479000487	0.888264786746017	0.000246697439675381	ZNF101
ENSG00000179456.10	0.904512447885884	0.868579826390271	0.941931580175689	1.21964504517006e-06	0.902140425780631	0.853789058678416	0.953230004009927	0.000248098283253946	ZBTB18
ENSG00000196275.12	0.87393726897039	0.833876596476786	0.91592251578041	1.81973073052729e-08	0.873529496156103	0.812568261405349	0.939064220075521	0.000248946138249696	GTF2IRD2
ENSG00000128714.5	1.02215629853812	1.01261523120828	1.03178726375118	4.65023063954095e-06	1.02456260886709	1.01116876616286	1.03813386510344	0.000301184438670127	HOXD13
ENSG00000159917.13	0.873915732784877	0.821803253301408	0.92933278730745	1.73700736088615e-05	0.867205164787354	0.80259202575867	0.937020022249751	0.000310244540148161	ZNF235
ENSG00000249709.6	0.875368933026042	0.826415681242187	0.927221961417005	5.80203929949989e-06	0.872454350830989	0.809920471475931	0.939816464815143	0.000323527044096276	ZNF564
