,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random
ENSG00000165702.11,0.992984251462924,0.982021798998408,1.004069079382,0.213862400916673,0.993207089940783,0.977587854001559,1.0090758794422,0.399338953672999
ENSG00000181222.13,1.03767820275603,0.964991770260596,1.1158396223257,0.318182574279112,1.03714054183994,0.962758368602546,1.11726944019129,0.336842685733905
ENSG00000170653.17,1.12203431672686,1.01444023949816,1.24104009176086,0.0251744289238559,1.12203431672686,1.01444023949816,1.24104009176086,0.0251744289238559
ENSG00000143321.17,1.15545399671668,1.06770647170937,1.25041289334055,0.000336151561414807,1.19130426831646,1.04522320116367,1.35780171941168,0.00872514946737574
ENSG00000128573.21,0.99627225017828,0.979117261248499,1.01372780948592,0.673440040203253,0.998381235361256,0.975541450808605,1.02175575450461,0.890868167908582
ENSG00000102974.13,0.973552582504384,0.857759904179217,1.10497660975177,0.678238318814993,0.935266775116068,0.736931512333987,1.1869813218675,0.582082487353353
ENSG00000149480.5,1.02326449012589,0.921652046888943,1.13607973886349,0.666476088027557,1.04204580118451,0.852173718981995,1.27422311622498,0.688195348795074
ENSG00000115966.15,1.03795131985444,0.944790897589944,1.14029775809204,0.437554248594522,1.04283920661982,0.929883213590795,1.16951633814742,0.473291327700814
ENSG00000132274.14,0.941805416142872,0.910627612420072,0.974050676454645,0.000481778901161232,0.941581776183924,0.897286031264231,0.988064240777862,0.0143505809767077
ENSG00000069399.11,1.01087632795206,0.963261510220244,1.06084478573238,0.660342174766589,1.0168695418007,0.911617737160743,1.13427330655332,0.76411502365194
ENSG00000141568.18,1.21792479729402,1.11115037335209,1.33495955852383,2.53829352036384e-05,1.22840900264459,1.03250687271028,1.46148051665482,0.0202943542788425
ENSG00000172216.5,1.1121254050047,1.06359477259654,1.16287043554889,3.03747060471407e-06,1.12513939580256,1.02619422931076,1.23362480886021,0.0120552625489386
ENSG00000130382.8,0.904618397225688,0.825506991840544,0.991311342832627,0.0318044350161648,0.91268318057165,0.7778106435796,1.07094264519811,0.262765474869038
ENSG00000169375.14,0.947231938899538,0.857462290979347,1.04639977234053,0.285906381154565,0.948517982871258,0.830961727226919,1.08270493616185,0.433677012469331
ENSG00000169554.15,1.00103270412531,0.961425202171884,1.04227190265528,0.96003386922922,0.999687204321242,0.956233920475467,1.04511509692806,0.988991444848714
ENSG00000125347.12,0.953922839684254,0.913352252561295,0.996295549191963,0.0333923869493394,0.977222756605955,0.899627312290769,1.06151103127012,0.585181768528314
ENSG00000064703.10,0.890055884181948,0.805811201299563,0.983108047752748,0.0216892445592098,0.889994567522916,0.805075562537196,0.983870790617504,0.0227396610333822
ENSG00000100393.9,0.953869718629263,0.89122599312367,1.02091663297304,0.172983589505274,0.952848101395728,0.880111167588771,1.03159639119324,0.233200248976433
ENSG00000112658.7,1.01379684635056,0.939235430067182,1.09427733746886,0.725165993870788,1.02094393449244,0.92620482956896,1.12537365828895,0.676567153468212
ENSG00000172466.14,0.866535489498433,0.795265322621735,0.944192753287501,0.00107043523330811,0.838986500272104,0.723492971417895,0.972916635609243,0.0201619351254841
ENSG00000075426.10,1.04383044635715,0.986255965640345,1.10476594180573,0.138371600943077,1.04495378189014,0.955696618690302,1.14254710640591,0.334418803344544
ENSG00000196453.7,1.02843609658247,0.943927477347142,1.12051066436411,0.521573352707266,1.03399148599632,0.905647193353953,1.18052416101843,0.621071682304639
