AC008770.3	ENSG00000267179
AC023509.3	ENSG00000267281
AC092835.1	ENSG00000233757
AC138696.1	ENSG00000264668
ADNP	ENSG00000101126
ADNP2	ENSG00000101544
AEBP1	ENSG00000106624
AEBP2	ENSG00000139154
AHCTF1	ENSG00000153207
AHDC1	ENSG00000126705
AHR	ENSG00000106546
AHRR	ENSG00000063438
AIRE	ENSG00000160224
AKAP8	ENSG00000105127
AKAP8L	ENSG00000011243
AKNA	ENSG00000106948
ALX1	ENSG00000180318
ALX3	ENSG00000156150
ALX4	ENSG00000052850
ANHX	ENSG00000227059
ANKZF1	ENSG00000163516
AR	ENSG00000169083
ARGFX	ENSG00000186103
ARHGAP35	ENSG00000160007
ARID2	ENSG00000189079
ARID3A	ENSG00000116017
ARID3B	ENSG00000179361
ARID3C	ENSG00000205143
ARID5A	ENSG00000196843
ARID5B	ENSG00000150347
ARNT	ENSG00000143437
ARNT2	ENSG00000172379
ARNTL	ENSG00000133794
ARNTL2	ENSG00000029153
ARX	ENSG00000004848
ASCL1	ENSG00000139352
ASCL2	ENSG00000183734
ASCL3	ENSG00000176009
ASCL4	ENSG00000187855
ASCL5	ENSG00000232237
ASH1L	ENSG00000116539
ATF1	ENSG00000123268
ATF2	ENSG00000115966
ATF3	ENSG00000162772
ATF4	ENSG00000128272
ATF5	ENSG00000169136
ATF6	ENSG00000118217
ATF6B	ENSG00000213676
ATF7	ENSG00000170653
ATMIN	ENSG00000166454
ATOH1	ENSG00000172238
ATOH7	ENSG00000179774
ATOH8	ENSG00000168874
BACH1	ENSG00000156273
BACH2	ENSG00000112182
BARHL1	ENSG00000125492
BARHL2	ENSG00000143032
BARX1	ENSG00000131668
BARX2	ENSG00000043039
BATF	ENSG00000156127
BATF2	ENSG00000168062
BATF3	ENSG00000123685
BAZ2A	ENSG00000076108
BAZ2B	ENSG00000123636
BBX	ENSG00000114439
BCL11A	ENSG00000119866
BCL11B	ENSG00000127152
BCL6	ENSG00000113916
BCL6B	ENSG00000161940
BHLHA15	ENSG00000180535
BHLHA9	ENSG00000205899
BHLHE22	ENSG00000180828
BHLHE23	ENSG00000125533
BHLHE40	ENSG00000134107
BHLHE41	ENSG00000123095
BNC1	ENSG00000169594
BNC2	ENSG00000173068
BORCS8-MEF2B	ENSG00000064489
BPTF	ENSG00000171634
BRF2	ENSG00000104221
BSX	ENSG00000188909
C11orf95	ENSG00000188070
CAMTA1	ENSG00000171735
CAMTA2	ENSG00000108509
CARF	ENSG00000138380
CASZ1	ENSG00000130940
CBX2	ENSG00000173894
CC2D1A	ENSG00000132024
CCDC169-SOHLH2	ENSG00000250709
CCDC17	ENSG00000159588
CDC5L	ENSG00000096401
CDX1	ENSG00000113722
CDX2	ENSG00000165556
CDX4	ENSG00000131264
CEBPA	ENSG00000245848
CEBPB	ENSG00000172216
CEBPD	ENSG00000221869
CEBPE	ENSG00000092067
CEBPG	ENSG00000153879
CEBPZ	ENSG00000115816
CENPA	ENSG00000115163
CENPB	ENSG00000125817
CENPBD1	ENSG00000177946
CENPS	ENSG00000175279
CENPT	ENSG00000102901
CENPX	ENSG00000169689
CGGBP1	ENSG00000163320
CHAMP1	ENSG00000198824
CHCHD3	ENSG00000106554
CIC	ENSG00000079432
CLOCK	ENSG00000134852
CPEB1	ENSG00000214575
CPXCR1	ENSG00000147183
CREB1	ENSG00000118260
CREB3	ENSG00000107175
CREB3L1	ENSG00000157613
CREB3L2	ENSG00000182158
CREB3L3	ENSG00000060566
CREB3L4	ENSG00000143578
CREB5	ENSG00000146592
CREBL2	ENSG00000111269
CREBZF	ENSG00000137504
CREM	ENSG00000095794
CRX	ENSG00000105392
CSRNP1	ENSG00000144655
CSRNP2	ENSG00000110925
CSRNP3	ENSG00000178662
CTCF	ENSG00000102974
CTCFL	ENSG00000124092
CUX1	ENSG00000257923
CUX2	ENSG00000111249
CXXC1	ENSG00000154832
CXXC4	ENSG00000168772
CXXC5	ENSG00000171604
DACH1	ENSG00000276644
DACH2	ENSG00000126733
DBP	ENSG00000105516
DBX1	ENSG00000109851
DBX2	ENSG00000185610
DDIT3	ENSG00000175197
DEAF1	ENSG00000177030
DLX1	ENSG00000144355
DLX2	ENSG00000115844
DLX3	ENSG00000064195
DLX4	ENSG00000108813
DLX5	ENSG00000105880
DLX6	ENSG00000006377
DMBX1	ENSG00000197587
DMRT1	ENSG00000137090
DMRT2	ENSG00000173253
DMRT3	ENSG00000064218
DMRTA1	ENSG00000176399
DMRTA2	ENSG00000142700
DMRTB1	ENSG00000143006
DMRTC2	ENSG00000142025
DMTF1	ENSG00000135164
DNMT1	ENSG00000130816
DNTTIP1	ENSG00000101457
DOT1L	ENSG00000104885
DPF1	ENSG00000011332
DPF3	ENSG00000205683
DPRX	ENSG00000204595
DR1	ENSG00000117505
DRAP1	ENSG00000175550
DRGX	ENSG00000165606
DUX1	DUX1_HUMAN
DUX3	DUX3_HUMAN
DUX4	ENSG00000260596
DUXA	ENSG00000258873
DZIP1	ENSG00000134874
E2F1	ENSG00000101412
E2F2	ENSG00000007968
E2F3	ENSG00000112242
E2F4	ENSG00000205250
E2F5	ENSG00000133740
E2F6	ENSG00000169016
E2F7	ENSG00000165891
E2F8	ENSG00000129173
E4F1	ENSG00000167967
EBF1	ENSG00000164330
EBF2	ENSG00000221818
EBF3	ENSG00000108001
EBF4	ENSG00000088881
EEA1	ENSG00000102189
EGR1	ENSG00000120738
EGR2	ENSG00000122877
EGR3	ENSG00000179388
EGR4	ENSG00000135625
EHF	ENSG00000135373
ELF1	ENSG00000120690
ELF2	ENSG00000109381
ELF3	ENSG00000163435
ELF4	ENSG00000102034
ELF5	ENSG00000135374
ELK1	ENSG00000126767
ELK3	ENSG00000111145
ELK4	ENSG00000158711
EMX1	ENSG00000135638
EMX2	ENSG00000170370
EN1	ENSG00000163064
EN2	ENSG00000164778
EOMES	ENSG00000163508
EPAS1	ENSG00000116016
ERF	ENSG00000105722
ERG	ENSG00000157554
ESR1	ENSG00000091831
ESR2	ENSG00000140009
ESRRA	ENSG00000173153
ESRRB	ENSG00000119715
ESRRG	ENSG00000196482
ESX1	ENSG00000123576
ETS1	ENSG00000134954
ETS2	ENSG00000157557
ETV1	ENSG00000006468
ETV2	ENSG00000105672
ETV3	ENSG00000117036
ETV3L	ENSG00000253831
ETV4	ENSG00000175832
ETV5	ENSG00000244405
ETV6	ENSG00000139083
ETV7	ENSG00000010030
EVX1	ENSG00000106038
EVX2	ENSG00000174279
FAM170A	ENSG00000164334
FAM200B	ENSG00000237765
FBXL19	ENSG00000099364
FERD3L	ENSG00000146618
FEV	ENSG00000163497
FEZF1	ENSG00000128610
FEZF2	ENSG00000153266
FIGLA	ENSG00000183733
FIZ1	ENSG00000179943
FLI1	ENSG00000151702
FLYWCH1	ENSG00000059122
FOS	ENSG00000170345
FOSB	ENSG00000125740
FOSL1	ENSG00000175592
FOSL2	ENSG00000075426
FOXA1	ENSG00000129514
FOXA2	ENSG00000125798
FOXA3	ENSG00000170608
FOXB1	ENSG00000171956
FOXB2	ENSG00000204612
FOXC1	ENSG00000054598
FOXC2	ENSG00000176692
FOXD1	ENSG00000251493
FOXD2	ENSG00000186564
FOXD3	ENSG00000187140
FOXD4	ENSG00000170122
FOXD4L1	ENSG00000184492
FOXD4L3	ENSG00000187559
FOXD4L4	ENSG00000184659
FOXD4L5	ENSG00000204779
FOXD4L6	ENSG00000273514
FOXE1	ENSG00000178919
FOXE3	ENSG00000186790
FOXF1	ENSG00000103241
FOXF2	ENSG00000137273
FOXG1	ENSG00000176165
FOXH1	ENSG00000160973
FOXI1	ENSG00000168269
FOXI2	ENSG00000186766
FOXI3	ENSG00000214336
FOXJ1	ENSG00000129654
FOXJ2	ENSG00000065970
FOXJ3	ENSG00000198815
FOXK1	ENSG00000164916
FOXK2	ENSG00000141568
FOXL1	ENSG00000176678
FOXL2	ENSG00000183770
FOXM1	ENSG00000111206
FOXN1	ENSG00000109101
FOXN2	ENSG00000170802
FOXN3	ENSG00000053254
FOXN4	ENSG00000139445
FOXO1	ENSG00000150907
FOXO3	ENSG00000118689
FOXO4	ENSG00000184481
FOXO6	ENSG00000204060
FOXP1	ENSG00000114861
FOXP2	ENSG00000128573
FOXP3	ENSG00000049768
FOXP4	ENSG00000137166
FOXQ1	ENSG00000164379
FOXR1	ENSG00000176302
FOXR2	ENSG00000189299
FOXS1	ENSG00000179772
GABPA	ENSG00000154727
GATA1	ENSG00000102145
GATA2	ENSG00000179348
GATA3	ENSG00000107485
GATA4	ENSG00000136574
GATA5	ENSG00000130700
GATA6	ENSG00000141448
GATAD2A	ENSG00000167491
GATAD2B	ENSG00000143614
GBX1	ENSG00000164900
GBX2	ENSG00000168505
GCM1	ENSG00000137270
GCM2	ENSG00000124827
GFI1	ENSG00000162676
GFI1B	ENSG00000165702
GLI1	ENSG00000111087
GLI2	ENSG00000074047
GLI3	ENSG00000106571
GLI4	ENSG00000250571
GLIS1	ENSG00000174332
GLIS2	ENSG00000126603
GLIS3	ENSG00000107249
GLMP	ENSG00000198715
GLYR1	ENSG00000140632
GMEB1	ENSG00000162419
GMEB2	ENSG00000101216
GPBP1	ENSG00000062194
GPBP1L1	ENSG00000159592
GRHL1	ENSG00000134317
GRHL2	ENSG00000083307
GRHL3	ENSG00000158055
GSC	ENSG00000133937
GSC2	ENSG00000063515
GSX1	ENSG00000169840
GSX2	ENSG00000180613
GTF2B	ENSG00000137947
GTF2I	ENSG00000263001
GTF2IRD1	ENSG00000006704
GTF2IRD2	ENSG00000196275
GTF2IRD2B	ENSG00000174428
GTF3A	ENSG00000122034
GZF1	ENSG00000125812
HAND1	ENSG00000113196
HAND2	ENSG00000164107
HBP1	ENSG00000105856
HDX	ENSG00000165259
HELT	ENSG00000187821
HES1	ENSG00000114315
HES2	ENSG00000069812
HES3	ENSG00000173673
HES4	ENSG00000188290
HES5	ENSG00000197921
HES6	ENSG00000144485
HES7	ENSG00000179111
HESX1	ENSG00000163666
HEY1	ENSG00000164683
HEY2	ENSG00000135547
HEYL	ENSG00000163909
HHEX	ENSG00000152804
HIC1	ENSG00000177374
HIC2	ENSG00000169635
HIF1A	ENSG00000100644
HIF3A	ENSG00000124440
HINFP	ENSG00000172273
HIVEP1	ENSG00000095951
HIVEP2	ENSG00000010818
HIVEP3	ENSG00000127124
HKR1	ENSG00000181666
HLF	ENSG00000108924
HLX	ENSG00000136630
HMBOX1	ENSG00000147421
HMG20A	ENSG00000140382
HMG20B	ENSG00000064961
HMGA1	ENSG00000137309
HMGA2	ENSG00000149948
HMGN3	ENSG00000118418
HMX1	ENSG00000215612
HMX2	ENSG00000188816
HMX3	ENSG00000188620
HNF1A	ENSG00000135100
HNF1B	ENSG00000275410
HNF4A	ENSG00000101076
HNF4G	ENSG00000164749
HOMEZ	ENSG00000215271
HOXA1	ENSG00000105991
HOXA10	ENSG00000253293
HOXA11	ENSG00000005073
HOXA13	ENSG00000106031
HOXA2	ENSG00000105996
HOXA3	ENSG00000105997
HOXA4	ENSG00000197576
HOXA5	ENSG00000106004
HOXA6	ENSG00000106006
HOXA7	ENSG00000122592
HOXA9	ENSG00000078399
HOXB1	ENSG00000120094
HOXB13	ENSG00000159184
HOXB2	ENSG00000173917
HOXB3	ENSG00000120093
HOXB4	ENSG00000182742
HOXB5	ENSG00000120075
HOXB6	ENSG00000108511
HOXB7	ENSG00000260027
HOXB8	ENSG00000120068
HOXB9	ENSG00000170689
HOXC10	ENSG00000180818
HOXC11	ENSG00000123388
HOXC12	ENSG00000123407
HOXC13	ENSG00000123364
HOXC4	ENSG00000198353
HOXC5	ENSG00000172789
HOXC6	ENSG00000197757
HOXC8	ENSG00000037965
HOXC9	ENSG00000180806
HOXD1	ENSG00000128645
HOXD10	ENSG00000128710
HOXD11	ENSG00000128713
HOXD12	ENSG00000170178
HOXD13	ENSG00000128714
HOXD3	ENSG00000128652
